Sigma Gauss	Esperanza Poisson	Límite de integración ePix 
 [e]	 [e/pxl]	 [e] 
0.215	0.0108786	0.682
0.215	0.010349	0.684
0.215	0.00984513	0.686
0.215	0.00936573	0.688
0.215	0.0089096	0.69
0.215	0.00847562	0.692
0.215	0.00806271	0.694
0.215	0.00766986	0.696
0.215	0.00729609	0.698
0.215	0.00694048	0.7
0.215	0.00660215	0.702
0.215	0.00628025	0.704
0.215	0.005974	0.706
0.215	0.00568264	0.708
0.215	0.00540544	0.71
0.215	0.00514172	0.712
0.215	0.00489082	0.714
0.215	0.00465212	0.716
0.215	0.00442503	0.718
0.215	0.00420899	0.72
0.215	0.00400346	0.722
0.215	0.00380793	0.724
0.215	0.00362191	0.726
0.215	0.00344495	0.728
0.215	0.00327661	0.73
0.215	0.00311646	0.732
0.215	0.00296411	0.734
0.215	0.00281918	0.736
0.215	0.0026813	0.738
0.215	0.00255015	0.74
0.215	0.00242539	0.742
0.215	0.0023067	0.744
0.215	0.0021938	0.746
0.215	0.00208641	0.748
0.215	0.00198425	0.75
0.215	0.00188707	0.752
0.215	0.00179463	0.754
0.215	0.00170671	0.756
0.215	0.00162307	0.758
0.215	0.00154351	0.76
0.215	0.00146784	0.762
0.215	0.00139586	0.764
0.215	0.0013274	0.766
0.215	0.00126227	0.768
0.215	0.00120033	0.77
0.215	0.00114142	0.772
0.215	0.00108538	0.774
0.215	0.00103209	0.776
0.215	0.000981396	0.778
0.215	0.000933182	0.78
0.215	0.000887326	0.782
0.215	0.000843713	0.784
0.215	0.000802234	0.786
0.215	0.000762784	0.788
0.215	0.000725265	0.79
0.215	0.000689583	0.792
0.215	0.000655647	0.794
0.215	0.000623373	0.796
0.215	0.000592681	0.798
0.215	0.000563492	0.8
0.215	0.000535733	0.802
0.217	0.377086	0.54
0.217	0.359135	0.542
0.217	0.342038	0.544
0.217	0.325754	0.546
0.217	0.310245	0.548
0.217	0.295474	0.55
0.217	0.281406	0.552
0.217	0.268007	0.554
0.217	0.255245	0.556
0.217	0.243091	0.558
0.217	0.231514	0.56
0.217	0.220489	0.562
0.217	0.209988	0.564
0.217	0.199987	0.566
0.217	0.190461	0.568
0.217	0.181389	0.57
0.217	0.172749	0.572
0.217	0.164519	0.574
0.217	0.156681	0.576
0.217	0.149217	0.578
0.217	0.142107	0.58
0.217	0.135336	0.582
0.217	0.128887	0.584
0.217	0.122745	0.586
0.217	0.116895	0.588
0.217	0.111323	0.59
0.217	0.106017	0.592
0.217	0.100963	0.594
0.217	0.0961504	0.596
0.217	0.0915664	0.598
0.217	0.0872006	0.6
0.217	0.0830426	0.602
0.217	0.0790826	0.604
0.217	0.0753112	0.606
0.217	0.0717193	0.608
0.217	0.0682984	0.61
0.217	0.0650404	0.612
0.217	0.0619376	0.614
0.217	0.0589825	0.616
0.217	0.0561682	0.618
0.217	0.0534879	0.62
0.217	0.0509352	0.622
0.217	0.0485042	0.624
0.217	0.0461889	0.626
0.217	0.043984	0.628
0.217	0.0418841	0.63
0.217	0.0398842	0.632
0.217	0.0379797	0.634
0.217	0.0361659	0.636
0.217	0.0344385	0.638
0.217	0.0327935	0.64
0.217	0.0312269	0.642
0.217	0.0297349	0.644
0.217	0.0283141	0.646
0.217	0.026961	0.648
0.217	0.0256724	0.65
0.217	0.0244452	0.652
0.217	0.0232766	0.654
0.217	0.0221637	0.656
0.217	0.0211039	0.658
0.217	0.0200947	0.66
0.217	0.0191335	0.662
0.217	0.0182183	0.664
0.217	0.0173467	0.666
0.217	0.0165167	0.668
0.217	0.0157263	0.67
0.217	0.0149736	0.672
0.217	0.0142569	0.674
0.217	0.0135743	0.676
0.217	0.0129244	0.678
0.217	0.0123054	0.68
0.217	0.0117161	0.682
0.217	0.0111549	0.684
0.217	0.0106205	0.686
0.217	0.0101116	0.688
0.217	0.00962699	0.69
0.217	0.00916557	0.692
0.217	0.00872619	0.694
0.217	0.00830781	0.696
0.217	0.00790943	0.698
0.217	0.00753009	0.7
0.217	0.00716888	0.702
0.217	0.00682495	0.704
0.217	0.00649746	0.706
0.217	0.00618564	0.708
0.217	0.00588873	0.71
0.217	0.00560602	0.712
0.217	0.00533684	0.714
0.217	0.00508054	0.716
0.217	0.0048365	0.718
0.217	0.00460415	0.72
0.217	0.00438292	0.722
0.217	0.00417228	0.724
0.217	0.00397172	0.726
0.217	0.00378077	0.728
0.217	0.00359897	0.73
0.217	0.00342588	0.732
0.217	0.00326108	0.734
0.217	0.00310418	0.736
0.217	0.0029548	0.738
0.217	0.00281257	0.74
0.217	0.00267717	0.742
0.217	0.00254826	0.744
0.217	0.00242553	0.746
0.217	0.00230869	0.748
0.217	0.00219746	0.75
0.217	0.00209156	0.752
0.217	0.00199074	0.754
0.217	0.00189477	0.756
0.217	0.0018034	0.758
0.217	0.00171641	0.76
0.217	0.00163361	0.762
0.217	0.00155478	0.764
0.217	0.00147974	0.766
0.217	0.00140831	0.768
0.217	0.0013403	0.77
0.217	0.00127557	0.772
0.217	0.00121395	0.774
0.217	0.00115529	0.776
0.217	0.00109946	0.778
0.217	0.00104631	0.78
0.217	0.000995715	0.782
0.217	0.000947557	0.784
0.217	0.000901717	0.786
0.217	0.000858083	0.788
0.217	0.000816551	0.79
0.217	0.00077702	0.792
0.217	0.000739392	0.794
0.217	0.000703578	0.796
0.217	0.00066949	0.798
0.217	0.000637045	0.8
0.217	0.000606164	0.802
0.219	0.383106	0.54
0.219	0.365157	0.542
0.219	0.348049	0.544
0.219	0.331742	0.546
0.219	0.316198	0.548
0.219	0.301382	0.55
0.219	0.28726	0.552
0.219	0.273799	0.554
0.219	0.260968	0.556
0.219	0.248738	0.558
0.219	0.237081	0.56
0.219	0.225969	0.562
0.219	0.215378	0.564
0.219	0.205282	0.566
0.219	0.19566	0.568
0.219	0.186488	0.57
0.219	0.177745	0.572
0.219	0.169412	0.574
0.219	0.161469	0.576
0.219	0.153898	0.578
0.219	0.146682	0.58
0.219	0.139803	0.582
0.219	0.133247	0.584
0.219	0.126997	0.586
0.219	0.121041	0.588
0.219	0.115363	0.59
0.219	0.109952	0.592
0.219	0.104793	0.594
0.219	0.099877	0.596
0.219	0.0951908	0.598
0.219	0.0907241	0.6
0.219	0.0864667	0.602
0.219	0.0824087	0.604
0.219	0.0785409	0.606
0.219	0.0748543	0.608
0.219	0.0713405	0.61
0.219	0.0679913	0.612
0.219	0.0647991	0.614
0.219	0.0617565	0.616
0.219	0.0588565	0.618
0.219	0.0560924	0.62
0.219	0.0534579	0.622
0.219	0.0509469	0.624
0.219	0.0485536	0.626
0.219	0.0462725	0.628
0.219	0.0440983	0.63
0.219	0.0420261	0.632
0.219	0.0400511	0.634
0.219	0.0381686	0.636
0.219	0.0363745	0.638
0.219	0.0346645	0.64
0.219	0.0330347	0.642
0.219	0.0314814	0.644
0.219	0.030001	0.646
0.219	0.02859	0.648
0.219	0.0272452	0.65
0.219	0.0259635	0.652
0.219	0.0247419	0.654
0.219	0.0235777	0.656
0.219	0.0224682	0.658
0.219	0.0214107	0.66
0.219	0.0204028	0.662
0.219	0.0194423	0.664
0.219	0.0185269	0.666
0.219	0.0176545	0.668
0.219	0.016823	0.67
0.219	0.0160306	0.672
0.219	0.0152754	0.674
0.219	0.0145557	0.676
0.219	0.0138698	0.678
0.219	0.0132161	0.68
0.219	0.0125931	0.682
0.219	0.0119995	0.684
0.219	0.0114337	0.686
0.219	0.0108945	0.688
0.219	0.0103807	0.69
0.219	0.00989102	0.692
0.219	0.00942437	0.694
0.219	0.00897967	0.696
0.219	0.00855589	0.698
0.219	0.00815205	0.7
0.219	0.0077672	0.702
0.219	0.00740046	0.704
0.219	0.00705098	0.706
0.219	0.00671795	0.708
0.219	0.00640059	0.71
0.219	0.00609818	0.712
0.219	0.00581	0.714
0.219	0.00553539	0.716
0.219	0.00527372	0.718
0.219	0.00502437	0.72
0.219	0.00478677	0.722
0.219	0.00456036	0.724
0.219	0.00434462	0.726
0.219	0.00413905	0.728
0.219	0.00394317	0.73
0.219	0.00375653	0.732
0.219	0.00357869	0.734
0.219	0.00340923	0.736
0.219	0.00324776	0.738
0.219	0.00309391	0.74
0.219	0.00294732	0.742
0.219	0.00280765	0.744
0.219	0.00267457	0.746
0.219	0.00254777	0.748
0.219	0.00242696	0.75
0.219	0.00231185	0.752
0.219	0.00220218	0.754
0.219	0.00209769	0.756
0.219	0.00199814	0.758
0.219	0.00190329	0.76
0.219	0.00181292	0.762
0.219	0.00172683	0.764
0.219	0.0016448	0.766
0.219	0.00156666	0.768
0.219	0.00149221	0.77
0.219	0.00142128	0.772
0.219	0.0013537	0.774
0.219	0.00128933	0.776
0.219	0.001228	0.778
0.219	0.00116958	0.78
0.219	0.00111392	0.782
0.219	0.00106089	0.784
0.219	0.00101038	0.786
0.219	0.000962266	0.788
0.219	0.000916429	0.79
0.219	0.000872764	0.792
0.219	0.000831169	0.794
0.219	0.000791546	0.796
0.219	0.000753803	0.798
0.219	0.00071785	0.8
0.219	0.000683603	0.802
0.221	0.389058	0.54
0.221	0.371117	0.542
0.221	0.354003	0.544
0.221	0.337677	0.546
0.221	0.322103	0.548
0.221	0.307247	0.55
0.221	0.293076	0.552
0.221	0.279558	0.554
0.221	0.266663	0.556
0.221	0.254362	0.558
0.221	0.242628	0.56
0.221	0.231435	0.562
0.221	0.220758	0.564
0.221	0.210573	0.566
0.221	0.200857	0.568
0.221	0.191589	0.57
0.221	0.182748	0.572
0.221	0.174315	0.574
0.221	0.16627	0.576
0.221	0.158597	0.578
0.221	0.151276	0.58
0.221	0.144294	0.582
0.221	0.137633	0.584
0.221	0.131279	0.586
0.221	0.125219	0.588
0.221	0.119437	0.59
0.221	0.113922	0.592
0.221	0.108662	0.594
0.221	0.103644	0.596
0.221	0.0988571	0.598
0.221	0.0942912	0.6
0.221	0.0899358	0.602
0.221	0.0857813	0.604
0.221	0.0818183	0.606
0.221	0.0780382	0.608
0.221	0.0744324	0.61
0.221	0.0709929	0.612
0.221	0.067712	0.614
0.221	0.0645825	0.616
0.221	0.0615974	0.618
0.221	0.0587499	0.62
0.221	0.0560339	0.622
0.221	0.0534431	0.624
0.221	0.050972	0.626
0.221	0.0486148	0.628
0.221	0.0463664	0.63
0.221	0.0442218	0.632
0.221	0.0421762	0.634
0.221	0.040225	0.636
0.221	0.0383638	0.638
0.221	0.0365886	0.64
0.221	0.0348954	0.642
0.221	0.0332803	0.644
0.221	0.0317398	0.646
0.221	0.0302704	0.648
0.221	0.0288689	0.65
0.221	0.0275321	0.652
0.221	0.0262571	0.654
0.221	0.025041	0.656
0.221	0.023881	0.658
0.221	0.0227747	0.66
0.221	0.0217194	0.662
0.221	0.020713	0.664
0.221	0.019753	0.666
0.221	0.0188374	0.668
0.221	0.0179642	0.67
0.221	0.0171313	0.672
0.221	0.0163369	0.674
0.221	0.0155792	0.676
0.221	0.0148566	0.678
0.221	0.0141674	0.68
0.221	0.0135101	0.682
0.221	0.0128832	0.684
0.221	0.0122852	0.686
0.221	0.011715	0.688
0.221	0.0111711	0.69
0.221	0.0106524	0.692
0.221	0.0101577	0.694
0.221	0.00968596	0.696
0.221	0.00923601	0.698
0.221	0.00880689	0.7
0.221	0.00839765	0.702
0.221	0.00800736	0.704
0.221	0.00763515	0.706
0.221	0.00728018	0.708
0.221	0.00694165	0.71
0.221	0.00661881	0.712
0.221	0.00631094	0.714
0.221	0.00601733	0.716
0.221	0.00573733	0.718
0.221	0.00547032	0.72
0.221	0.00521568	0.722
0.221	0.00497285	0.724
0.221	0.00474129	0.726
0.221	0.00452047	0.728
0.221	0.00430989	0.73
0.221	0.00410908	0.732
0.221	0.0039176	0.734
0.221	0.003735	0.736
0.221	0.00356088	0.738
0.221	0.00339484	0.74
0.221	0.00323651	0.742
0.221	0.00308554	0.744
0.221	0.00294158	0.746
0.221	0.00280431	0.748
0.221	0.00267342	0.75
0.221	0.00254861	0.752
0.221	0.0024296	0.754
0.221	0.00231613	0.756
0.221	0.00220793	0.758
0.221	0.00210476	0.76
0.221	0.0020064	0.762
0.221	0.00191261	0.764
0.221	0.00182318	0.766
0.221	0.00173792	0.768
0.221	0.00165662	0.77
0.221	0.00157911	0.772
0.221	0.00150521	0.774
0.221	0.00143475	0.776
0.221	0.00136758	0.778
0.221	0.00130353	0.78
0.221	0.00124247	0.782
0.221	0.00118425	0.784
0.221	0.00112875	0.786
0.221	0.00107584	0.788
0.221	0.0010254	0.79
0.221	0.000977304	0.792
0.221	0.000931456	0.794
0.221	0.000887749	0.796
0.221	0.000846081	0.798
0.221	0.000806359	0.8
0.221	0.000768492	0.802
0.223	0.394944	0.54
0.223	0.377014	0.542
0.223	0.359898	0.544
0.223	0.343558	0.546
0.223	0.32796	0.548
0.223	0.313069	0.55
0.223	0.298854	0.552
0.223	0.285283	0.554
0.223	0.272328	0.556
0.223	0.259962	0.558
0.223	0.248156	0.56
0.223	0.236885	0.562
0.223	0.226126	0.564
0.223	0.215856	0.566
0.223	0.206051	0.568
0.223	0.196691	0.57
0.223	0.187756	0.572
0.223	0.179226	0.574
0.223	0.171083	0.576
0.223	0.16331	0.578
0.223	0.155889	0.58
0.223	0.148806	0.582
0.223	0.142043	0.584
0.223	0.135588	0.586
0.223	0.129425	0.588
0.223	0.123543	0.59
0.223	0.117927	0.592
0.223	0.112566	0.594
0.223	0.107448	0.596
0.223	0.102563	0.598
0.223	0.0978997	0.6
0.223	0.0934478	0.602
0.223	0.0891981	0.604
0.223	0.0851414	0.606
0.223	0.0812688	0.608
0.223	0.077572	0.61
0.223	0.0740431	0.612
0.223	0.0706744	0.614
0.223	0.0674587	0.616
0.223	0.0643891	0.618
0.223	0.0614588	0.62
0.223	0.0586617	0.622
0.223	0.0559916	0.624
0.223	0.0534428	0.626
0.223	0.0510097	0.628
0.223	0.0486872	0.63
0.223	0.0464702	0.632
0.223	0.044354	0.634
0.223	0.0423339	0.636
0.223	0.0404056	0.638
0.223	0.038565	0.64
0.223	0.0368079	0.642
0.223	0.0351308	0.644
0.223	0.0335299	0.646
0.223	0.0320018	0.648
0.223	0.0305431	0.65
0.223	0.0291508	0.652
0.223	0.0278217	0.654
0.223	0.0265532	0.656
0.223	0.0253423	0.658
0.223	0.0241864	0.66
0.223	0.0230832	0.662
0.223	0.0220301	0.664
0.223	0.021025	0.666
0.223	0.0200656	0.668
0.223	0.0191498	0.67
0.223	0.0182757	0.672
0.223	0.0174414	0.674
0.223	0.0166451	0.676
0.223	0.015885	0.678
0.223	0.0151596	0.68
0.223	0.0144671	0.682
0.223	0.0138062	0.684
0.223	0.0131754	0.686
0.223	0.0125733	0.688
0.223	0.0119987	0.69
0.223	0.0114502	0.692
0.223	0.0109267	0.694
0.223	0.0104271	0.696
0.223	0.00995025	0.698
0.223	0.00949513	0.7
0.223	0.00906076	0.702
0.223	0.00864618	0.704
0.223	0.00825052	0.706
0.223	0.00787289	0.708
0.223	0.00751249	0.71
0.223	0.00716852	0.712
0.223	0.00684025	0.714
0.223	0.00652696	0.716
0.223	0.00622796	0.718
0.223	0.00594261	0.72
0.223	0.00567028	0.722
0.223	0.00541039	0.724
0.223	0.00516236	0.726
0.223	0.00492566	0.728
0.223	0.00469977	0.73
0.223	0.00448419	0.732
0.223	0.00427847	0.734
0.223	0.00408215	0.736
0.223	0.00389479	0.738
0.223	0.00371601	0.74
0.223	0.00354539	0.742
0.223	0.00338258	0.744
0.223	0.00322721	0.746
0.223	0.00307894	0.748
0.223	0.00293746	0.75
0.223	0.00280245	0.752
0.223	0.00267362	0.754
0.223	0.00255069	0.756
0.223	0.00243338	0.758
0.223	0.00232145	0.76
0.223	0.00221464	0.762
0.223	0.00211272	0.764
0.223	0.00201547	0.766
0.223	0.00192267	0.768
0.223	0.00183413	0.77
0.223	0.00174965	0.772
0.223	0.00166904	0.774
0.223	0.00159212	0.776
0.223	0.00151873	0.778
0.223	0.00144871	0.78
0.223	0.0013819	0.782
0.223	0.00131816	0.784
0.223	0.00125734	0.786
0.223	0.00119932	0.788
0.223	0.00114395	0.79
0.223	0.00109113	0.792
0.223	0.00104074	0.794
0.223	0.000992663	0.796
0.223	0.000946794	0.798
0.223	0.000903033	0.8
0.223	0.000861284	0.802
0.225	0.400763	0.54
0.225	0.382849	0.542
0.225	0.365735	0.544
0.225	0.349386	0.546
0.225	0.333767	0.548
0.225	0.318845	0.55
0.225	0.30459	0.552
0.225	0.290972	0.554
0.225	0.277963	0.556
0.225	0.265534	0.558
0.225	0.25366	0.56
0.225	0.242317	0.562
0.225	0.231481	0.564
0.225	0.221129	0.566
0.225	0.211239	0.568
0.225	0.201791	0.57
0.225	0.192765	0.572
0.225	0.184143	0.574
0.225	0.175905	0.576
0.225	0.168036	0.578
0.225	0.160518	0.58
0.225	0.153336	0.582
0.225	0.146475	0.584
0.225	0.139921	0.586
0.225	0.133659	0.588
0.225	0.127677	0.59
0.225	0.121963	0.592
0.225	0.116504	0.594
0.225	0.111289	0.596
0.225	0.106307	0.598
0.225	0.101547	0.6
0.225	0.0970006	0.602
0.225	0.0926572	0.604
0.225	0.0885079	0.606
0.225	0.0845441	0.608
0.225	0.0807575	0.61
0.225	0.0771402	0.612
0.225	0.0736846	0.614
0.225	0.0703835	0.616
0.225	0.06723	0.618
0.225	0.0642175	0.62
0.225	0.0613398	0.622
0.225	0.0585907	0.624
0.225	0.0559646	0.626
0.225	0.0534559	0.628
0.225	0.0510595	0.63
0.225	0.0487702	0.632
0.225	0.0465834	0.634
0.225	0.0444944	0.636
0.225	0.0424989	0.638
0.225	0.0405926	0.64
0.225	0.0387717	0.642
0.225	0.0370322	0.644
0.225	0.0353706	0.646
0.225	0.0337834	0.648
0.225	0.0322672	0.65
0.225	0.0308189	0.652
0.225	0.0294354	0.654
0.225	0.0281139	0.656
0.225	0.0268515	0.658
0.225	0.0256457	0.66
0.225	0.0244939	0.662
0.225	0.0233937	0.664
0.225	0.0223427	0.666
0.225	0.0213388	0.668
0.225	0.0203799	0.67
0.225	0.019464	0.672
0.225	0.0185891	0.674
0.225	0.0177535	0.676
0.225	0.0169552	0.678
0.225	0.0161928	0.68
0.225	0.0154645	0.682
0.225	0.0147689	0.684
0.225	0.0141045	0.686
0.225	0.0134699	0.688
0.225	0.0128637	0.69
0.225	0.0122847	0.692
0.225	0.0117317	0.694
0.225	0.0112035	0.696
0.225	0.0106991	0.698
0.225	0.0102172	0.7
0.225	0.00975698	0.702
0.225	0.00931742	0.704
0.225	0.00889759	0.706
0.225	0.0084966	0.708
0.225	0.00811363	0.71
0.225	0.00774785	0.712
0.225	0.0073985	0.714
0.225	0.00706485	0.716
0.225	0.00674618	0.718
0.225	0.00644184	0.72
0.225	0.00615117	0.722
0.225	0.00587357	0.724
0.225	0.00560844	0.726
0.225	0.00535524	0.728
0.225	0.00511342	0.73
0.225	0.00488248	0.732
0.225	0.00466193	0.734
0.225	0.00445129	0.736
0.225	0.00425014	0.738
0.225	0.00405804	0.74
0.225	0.00387458	0.742
0.225	0.00369938	0.744
0.225	0.00353207	0.746
0.225	0.0033723	0.748
0.225	0.00321972	0.75
0.225	0.00307401	0.752
0.225	0.00293487	0.754
0.225	0.00280199	0.756
0.225	0.00267511	0.758
0.225	0.00255395	0.76
0.225	0.00243824	0.762
0.225	0.00232776	0.764
0.225	0.00222226	0.766
0.225	0.00212151	0.768
0.225	0.00202532	0.77
0.225	0.00193346	0.772
0.225	0.00184575	0.774
0.225	0.001762	0.776
0.225	0.00168203	0.778
0.225	0.00160567	0.78
0.225	0.00153276	0.782
0.225	0.00146314	0.784
0.225	0.00139667	0.786
0.225	0.00133321	0.788
0.225	0.00127261	0.79
0.225	0.00121475	0.792
0.225	0.00115951	0.794
0.225	0.00110677	0.796
0.225	0.00105641	0.798
0.225	0.00100834	0.8
0.225	0.000962436	0.802
0.227	0.406514	0.54
0.227	0.38862	0.542
0.227	0.371513	0.544
0.227	0.355158	0.546
0.227	0.339523	0.548
0.227	0.324576	0.55
0.227	0.310286	0.552
0.227	0.296624	0.554
0.227	0.283564	0.556
0.227	0.271078	0.558
0.227	0.259141	0.56
0.227	0.24773	0.562
0.227	0.23682	0.564
0.227	0.22639	0.566
0.227	0.21642	0.568
0.227	0.206887	0.57
0.227	0.197774	0.572
0.227	0.189063	0.574
0.227	0.180734	0.576
0.227	0.172772	0.578
0.227	0.16516	0.58
0.227	0.157883	0.582
0.227	0.150926	0.584
0.227	0.144275	0.586
0.227	0.137917	0.588
0.227	0.131839	0.59
0.227	0.126028	0.592
0.227	0.120473	0.594
0.227	0.115162	0.596
0.227	0.110085	0.598
0.227	0.105232	0.6
0.227	0.100592	0.602
0.227	0.0961563	0.604
0.227	0.0919159	0.606
0.227	0.0878622	0.608
0.227	0.0839869	0.61
0.227	0.0802822	0.612
0.227	0.0767407	0.614
0.227	0.073355	0.616
0.227	0.0701185	0.618
0.227	0.0670244	0.62
0.227	0.0640666	0.622
0.227	0.0612391	0.624
0.227	0.058536	0.626
0.227	0.0559521	0.628
0.227	0.0534819	0.63
0.227	0.0511206	0.632
0.227	0.0488633	0.634
0.227	0.0467054	0.636
0.227	0.0446426	0.638
0.227	0.0426707	0.64
0.227	0.0407857	0.642
0.227	0.0389837	0.644
0.227	0.0372612	0.646
0.227	0.0356146	0.648
0.227	0.0340406	0.65
0.227	0.0325359	0.652
0.227	0.0310976	0.654
0.227	0.0297227	0.656
0.227	0.0284084	0.658
0.227	0.0271521	0.66
0.227	0.0259512	0.662
0.227	0.0248033	0.664
0.227	0.023706	0.666
0.227	0.022657	0.668
0.227	0.0216544	0.67
0.227	0.020696	0.672
0.227	0.0197799	0.674
0.227	0.0189043	0.676
0.227	0.0180672	0.678
0.227	0.0172672	0.68
0.227	0.0165024	0.682
0.227	0.0157714	0.684
0.227	0.0150727	0.686
0.227	0.0144048	0.688
0.227	0.0137665	0.69
0.227	0.0131563	0.692
0.227	0.0125731	0.694
0.227	0.0120156	0.696
0.227	0.0114828	0.698
0.227	0.0109735	0.7
0.227	0.0104868	0.702
0.227	0.0100215	0.704
0.227	0.00957682	0.706
0.227	0.00915179	0.708
0.227	0.00874556	0.71
0.227	0.0083573	0.712
0.227	0.0079862	0.714
0.227	0.00763153	0.716
0.227	0.00729254	0.718
0.227	0.00696856	0.72
0.227	0.00665891	0.722
0.227	0.00636296	0.724
0.227	0.00608012	0.726
0.227	0.0058098	0.728
0.227	0.00555145	0.73
0.227	0.00530454	0.732
0.227	0.00506857	0.734
0.227	0.00484305	0.736
0.227	0.00462752	0.738
0.227	0.00442154	0.74
0.227	0.0042247	0.742
0.227	0.00403657	0.744
0.227	0.00385679	0.746
0.227	0.00368498	0.748
0.227	0.00352079	0.75
0.227	0.00336388	0.752
0.227	0.00321394	0.754
0.227	0.00307065	0.756
0.227	0.00293371	0.758
0.227	0.00280286	0.76
0.227	0.00267781	0.762
0.227	0.00255832	0.764
0.227	0.00244413	0.766
0.227	0.00233501	0.768
0.227	0.00223075	0.77
0.227	0.00213111	0.772
0.227	0.0020359	0.774
0.227	0.00194493	0.776
0.227	0.001858	0.778
0.227	0.00177494	0.78
0.227	0.00169557	0.782
0.227	0.00161973	0.784
0.227	0.00154726	0.786
0.227	0.00147803	0.788
0.227	0.00141187	0.79
0.227	0.00134866	0.792
0.227	0.00128826	0.794
0.227	0.00123055	0.796
0.227	0.00117542	0.798
0.227	0.00112274	0.8
0.227	0.00107241	0.802
0.229	0.412199	0.54
0.229	0.394328	0.542
0.229	0.377232	0.544
0.229	0.360876	0.546
0.229	0.345229	0.548
0.229	0.330259	0.55
0.229	0.315938	0.552
0.229	0.302238	0.554
0.229	0.289131	0.556
0.229	0.276592	0.558
0.229	0.264596	0.56
0.229	0.25312	0.562
0.229	0.242142	0.564
0.229	0.231638	0.566
0.229	0.22159	0.568
0.229	0.211978	0.57
0.229	0.202781	0.572
0.229	0.193984	0.574
0.229	0.185567	0.576
0.229	0.177515	0.578
0.229	0.169812	0.58
0.229	0.162443	0.582
0.229	0.155393	0.584
0.229	0.148649	0.586
0.229	0.142197	0.588
0.229	0.136025	0.59
0.229	0.13012	0.592
0.229	0.124471	0.594
0.229	0.119067	0.596
0.229	0.113897	0.598
0.229	0.108951	0.6
0.229	0.10422	0.602
0.229	0.0996934	0.604
0.229	0.0953634	0.606
0.229	0.091221	0.608
0.229	0.0872583	0.61
0.229	0.0834674	0.612
0.229	0.0798408	0.614
0.229	0.0763716	0.616
0.229	0.0730527	0.618
0.229	0.0698778	0.62
0.229	0.0668406	0.622
0.229	0.0639351	0.624
0.229	0.0611557	0.626
0.229	0.0584968	0.628
0.229	0.0559532	0.63
0.229	0.05352	0.632
0.229	0.0511924	0.634
0.229	0.0489658	0.636
0.229	0.0468358	0.638
0.229	0.0447982	0.64
0.229	0.042849	0.642
0.229	0.0409845	0.644
0.229	0.0392008	0.646
0.229	0.0374946	0.648
0.229	0.0358625	0.65
0.229	0.0343012	0.652
0.229	0.0328077	0.654
0.229	0.0313791	0.656
0.229	0.0300125	0.658
0.229	0.0287053	0.66
0.229	0.0274548	0.662
0.229	0.0262587	0.664
0.229	0.0251145	0.666
0.229	0.02402	0.668
0.229	0.0229731	0.67
0.229	0.0219717	0.672
0.229	0.0210138	0.674
0.229	0.0200975	0.676
0.229	0.0192211	0.678
0.229	0.0183827	0.68
0.229	0.0175808	0.682
0.229	0.0168138	0.684
0.229	0.0160801	0.686
0.229	0.0153784	0.688
0.229	0.0147071	0.69
0.229	0.0140651	0.692
0.229	0.013451	0.694
0.229	0.0128636	0.696
0.229	0.0123018	0.698
0.229	0.0117644	0.7
0.229	0.0112504	0.702
0.229	0.0107588	0.704
0.229	0.0102886	0.706
0.229	0.00983889	0.708
0.229	0.00940874	0.71
0.229	0.00899733	0.712
0.229	0.00860384	0.714
0.229	0.0082275	0.716
0.229	0.00786755	0.718
0.229	0.00752328	0.72
0.229	0.00719403	0.722
0.229	0.00687912	0.724
0.229	0.00657794	0.726
0.229	0.0062899	0.728
0.229	0.00601441	0.73
0.229	0.00575094	0.732
0.229	0.00549897	0.734
0.229	0.00525799	0.736
0.229	0.00502752	0.738
0.229	0.00480711	0.74
0.229	0.00459632	0.742
0.229	0.00439474	0.744
0.229	0.00420195	0.746
0.229	0.00401759	0.748
0.229	0.00384128	0.75
0.229	0.00367267	0.752
0.229	0.00351142	0.754
0.229	0.00335723	0.756
0.229	0.00320977	0.758
0.229	0.00306876	0.76
0.229	0.00293391	0.762
0.229	0.00280496	0.764
0.229	0.00268165	0.766
0.229	0.00256374	0.768
0.229	0.00245098	0.77
0.229	0.00234316	0.772
0.229	0.00224006	0.774
0.229	0.00214147	0.776
0.229	0.0020472	0.778
0.229	0.00195706	0.78
0.229	0.00187086	0.782
0.229	0.00178844	0.784
0.229	0.00170964	0.786
0.229	0.00163428	0.788
0.229	0.00156223	0.79
0.229	0.00149334	0.792
0.229	0.00142748	0.794
0.229	0.0013645	0.796
0.229	0.00130428	0.798
0.229	0.00124671	0.8
0.229	0.00119166	0.802
0.231	0.417816	0.54
0.231	0.399973	0.542
0.231	0.382891	0.544
0.231	0.366537	0.546
0.231	0.350882	0.548
0.231	0.335895	0.55
0.231	0.321547	0.552
0.231	0.307812	0.554
0.231	0.294663	0.556
0.231	0.282075	0.558
0.231	0.270024	0.56
0.231	0.258488	0.562
0.231	0.247444	0.564
0.231	0.236871	0.566
0.231	0.226749	0.568
0.231	0.21706		0.57
0.231	0.207784	0.572
0.231	0.198904	0.574
0.231	0.190403	0.576
0.231	0.182265	0.578
0.231	0.174474	0.58
0.231	0.167015	0.582
0.231	0.159875	0.584
0.231	0.15304		0.586
0.231	0.146497	0.588
0.231	0.140233	0.59
0.231	0.134236	0.592
0.231	0.128496	0.594
0.231	0.123	0.596
0.231	0.117739	0.598
0.231	0.112703	0.6
